trade_date,option_symbol,underlying,type,expiration,d2x,strike,upx,bid,ask,mid,volume,open_interest,implied_forward,implied_vol,delta,atm_volatility,swap_rate
2013-08-16,SPY130921P00154000,SPY,put,2013-09-21,24,154,165.83,0.53,0.54,0.535,2583,32191,165.329,0.19227496752524265,0.11010668538592361,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00155000,SPY,put,2013-09-21,24,155,165.83,0.61,0.62,0.615,7041,190725,165.329,0.18731328206291153,0.12612232287121095,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00156000,SPY,put,2013-09-21,24,156,165.83,0.7,0.71,0.705,4193,82834,165.329,0.18210027421190106,0.1442031479300735,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00157000,SPY,put,2013-09-21,24,157,165.83,0.81,0.83,0.8200000000000001,9535,48453,165.329,0.17769992466756745,0.16601825806869863,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00158000,SPY,put,2013-09-21,24,158,165.83,0.95,0.96,0.955,13474,77853,165.329,0.17336234093604405,0.19098844878372423,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00159000,SPY,put,2013-09-21,24,159,165.83,1.1,1.12,1.11,13073,94684,165.329,0.16886866934901262,0.21915383916996578,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00160000,SPY,put,2013-09-21,24,160,165.83,1.28,1.3,1.29,12865,173359,165.329,0.16434707750613242,0.25099958259386557,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00161000,SPY,put,2013-09-21,24,161,165.83,1.49,1.52,1.505,10337,40161,165.329,0.16017722615910834,0.2872360718097594,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00162000,SPY,put,2013-09-21,24,162,165.83,1.74,1.76,1.75,16475,102439,165.329,0.15573823975401252,0.32734433394858453,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00163000,SPY,put,2013-09-21,24,163,165.83,2.02,2.05,2.035,33187,56941,165.329,0.15139279501173167,0.3718264502857014,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00164000,SPY,put,2013-09-21,24,164,165.83,2.35,2.38,2.365,24318,59614,165.329,0.14713150801507766,0.42056214914407986,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921P00165000,SPY,put,2013-09-21,24,165,165.83,2.75,2.76,2.755,65397,186613,165.329,0.14343485915590157,0.4732377691365084,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00166000,SPY,call,2013-09-21,24,166,165.83,2.46,2.49,2.475,42832,35312,165.329,0.13719638539066242,0.47030878663454,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00167000,SPY,call,2013-09-21,24,167,165.83,1.92,1.94,1.93,35095,67230,165.329,0.13116565525694973,0.4097462917034127,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00168000,SPY,call,2013-09-21,24,168,165.83,1.44,1.46,1.45,9085,79619,165.329,0.12514259782693357,0.34617341753981956,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00169000,SPY,call,2013-09-21,24,169,165.83,1.05,1.07,1.06,11101,78321,165.329,0.12021315455010109,0.2831795508488274,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00170000,SPY,call,2013-09-21,24,170,165.83,0.74,0.75,0.745,31105,149920,165.329,0.11571113094752863,0.22292129785299275,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00171000,SPY,call,2013-09-21,24,171,165.83,0.49,0.51,0.5,16893,85701,165.329,0.11145910425074958,0.1676992513739315,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00172000,SPY,call,2013-09-21,24,172,165.83,0.32,0.33,0.325,9818,93759,165.329,0.10811276126658546,0.12121656429292116,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00173000,SPY,call,2013-09-21,24,173,165.83,0.2,0.21,0.20500000000000002,10968,74598,165.329,0.10549909134168678,0.0842933427049517,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00174000,SPY,call,2013-09-21,24,174,165.83,0.13,0.14,0.135,6207,106179,165.329,0.10507117981630765,0.05935038970947515,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00175000,SPY,call,2013-09-21,24,175,165.83,0.08,0.09,0.08499999999999999,15339,136721,165.329,0.10430444341459788,0.04006007632949149,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00176000,SPY,call,2013-09-21,24,176,165.83,0.05,0.06,0.055,30384,70344,165.329,0.10455341876703551,0.027281385657812185,0.14138240128713786,0.15232869677035032
2013-08-16,SPY130921C00177000,SPY,call,2013-09-21,24,177,165.83,0.03,0.04,0.035,2604,52846,165.329,0.10486529503410633,0.018237072702232737,0.14138240128713786,0.15232869677035032
2013-08-19,SPY130921P00136000,SPY,put,2013-09-21,23,136,164.77,0.04,0.05,0.045,40,7533,164.518,0.2737336182197307,0.009557063295671742,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00137000,SPY,put,2013-09-21,23,137,164.77,0.05,0.06,0.055,25,11974,164.518,0.2715542739452731,0.011538921628539978,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00138000,SPY,put,2013-09-21,23,138,164.77,0.06,0.07,0.065,2,13782,164.518,0.2681633885864978,0.013550058069359716,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00139000,SPY,put,2013-09-21,23,139,164.77,0.07,0.08,0.07500000000000001,248,15075,164.518,0.263918220496734,0.0156289908904943,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00140000,SPY,put,2013-09-21,23,140,164.77,0.08,0.09,0.08499999999999999,2166,96334,164.518,0.2589484850683845,0.017778408810654844,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00141000,SPY,put,2013-09-21,23,141,164.77,0.09,0.1,0.095,183,33273,164.518,0.25338710898247724,0.02001604546591529,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00142000,SPY,put,2013-09-21,23,142,164.77,0.1,0.11,0.10500000000000001,7984,54911,164.518,0.24732118911148068,0.022356683120982157,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00143000,SPY,put,2013-09-21,23,143,164.77,0.11,0.12,0.11499999999999999,412,45340,164.518,0.2408447299156997,0.02482947051273654,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00144000,SPY,put,2013-09-21,23,144,164.77,0.13,0.14,0.135,50,28630,164.518,0.2370469449026602,0.028988448371029207,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00145000,SPY,put,2013-09-21,23,145,164.77,0.15,0.16,0.155,2327,59944,164.518,0.2323342878669147,0.03330514593356315,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00146000,SPY,put,2013-09-21,23,146,164.77,0.17,0.18,0.175,470,28850,164.518,0.2268572422154288,0.037815112996940514,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00147000,SPY,put,2013-09-21,23,147,164.77,0.2,0.21,0.20500000000000002,3062,40379,164.518,0.22293137872463398,0.044063461845728735,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00148000,SPY,put,2013-09-21,23,148,164.77,0.22,0.23,0.225,665,28699,164.518,0.21601306749220925,0.04906697942780003,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00149000,SPY,put,2013-09-21,23,149,164.77,0.26,0.27,0.265,1565,32755,164.518,0.21221404654260387,0.0573536763828808,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00150000,SPY,put,2013-09-21,23,150,164.77,0.3,0.31,0.305,9255,175740,164.518,0.20732394220155748,0.06599513205550844,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00151000,SPY,put,2013-09-21,23,151,164.77,0.35,0.36,0.355,1502,57342,164.518,0.20287650452456554,0.07642281005818918,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00152000,SPY,put,2013-09-21,23,152,164.77,0.4,0.41,0.405,6973,28679,164.518,0.1973826246889662,0.08739588022032874,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00153000,SPY,put,2013-09-21,23,153,164.77,0.47,0.48,0.475,2772,30200,164.518,0.19323838092285436,0.10160154209232153,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00154000,SPY,put,2013-09-21,23,154,164.77,0.55,0.56,0.555,5896,33563,164.518,0.1888689869356916,0.11773075696655455,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00155000,SPY,put,2013-09-21,23,155,164.77,0.64,0.65,0.645,29319,193151,164.518,0.18415190715285407,0.1358812090908872,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00156000,SPY,put,2013-09-21,23,156,164.77,0.75,0.76,0.755,7354,84942,164.518,0.17982511679330676,0.1572656453669642,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00157000,SPY,put,2013-09-21,23,157,164.77,0.88,0.89,0.885,5875,55346,164.518,0.17558422089349637,0.18186081078759764,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00158000,SPY,put,2013-09-21,23,158,164.77,1.04,1.05,1.045,5728,77941,164.518,0.17189009903690539,0.21057644826028554,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00159000,SPY,put,2013-09-21,23,159,164.77,1.22,1.23,1.225,2434,103733,164.518,0.16774822320473481,0.2424249768665021,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00160000,SPY,put,2013-09-21,23,160,164.77,1.43,1.44,1.435,35365,179794,164.518,0.16364435763447036,0.27827659924845993,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00161000,SPY,put,2013-09-21,23,161,164.77,1.67,1.68,1.6749999999999998,15472,42081,164.518,0.15927965344623782,0.318012400649201,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00162000,SPY,put,2013-09-21,23,162,164.77,1.95,1.97,1.96,14581,108308,164.518,0.15529620849743253,0.3623419959102061,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00163000,SPY,put,2013-09-21,23,163,164.77,2.27,2.29,2.2800000000000002,18169,69196,164.518,0.1508806645321746,0.4105406874423231,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921P00164000,SPY,put,2013-09-21,23,164,164.77,2.65,2.67,2.66,12274,68883,164.518,0.1470713211012286,0.4628756817730606,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00165000,SPY,call,2013-09-21,23,165,164.77,2.56,2.58,2.5700000000000003,31903,91235,164.518,0.1412237300384535,0.48116235246641614,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00166000,SPY,call,2013-09-21,23,166,164.77,2,2.02,2.01,22213,47793,164.518,0.13487556950979476,0.42085343027772837,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00167000,SPY,call,2013-09-21,23,167,164.77,1.52,1.53,1.525,12101,79817,164.518,0.12906346255221102,0.3577293402088439,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00168000,SPY,call,2013-09-21,23,168,164.77,1.1,1.12,1.11,8462,82794,164.518,0.12331360536166752,0.2933703444848191,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00169000,SPY,call,2013-09-21,23,169,164.77,0.77,0.78,0.775,26696,75882,164.518,0.11804861614237987,0.2309129510120998,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00170000,SPY,call,2013-09-21,23,170,164.77,0.51,0.53,0.52,25781,165934,164.518,0.11356374249785338,0.1740591556619474,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00171000,SPY,call,2013-09-21,23,171,164.77,0.33,0.34,0.335,5791,88608,164.518,0.10978094808492206,0.12536467653605665,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00172000,SPY,call,2013-09-21,23,172,164.77,0.2,0.21,0.20500000000000002,24276,96924,164.518,0.10633078581823054,0.08558984602512032,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00173000,SPY,call,2013-09-21,23,173,164.77,0.12,0.13,0.125,15952,79191,164.518,0.1043192022943224,0.057125879285567005,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00174000,SPY,call,2013-09-21,23,174,164.77,0.08,0.08,0.08,4286,107022,164.518,0.10421639297019003,0.03886422624643471,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00175000,SPY,call,2013-09-21,23,175,164.77,0.05,0.06,0.055,6083,138193,164.518,0.10578032216347864,0.027631958530671186,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00176000,SPY,call,2013-09-21,23,176,164.77,0.03,0.04,0.035,2954,63417,164.518,0.10619205744714393,0.01845084034695449,0.1440422689307111,0.15345946669668362
2013-08-19,SPY130921C00177000,SPY,call,2013-09-21,23,177,164.77,0.02,0.03,0.025,1270,54985,164.518,0.1084713810042562,0.013372807457274594,0.1440422689307111,0.15345946669668362
2013-08-20,SPY130921P00138000,SPY,put,2013-09-21,22,138,165.58,0.05,0.06,0.055,17,13780,165.15699999999998,0.27297008652527527,0.0116751419276101,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00139000,SPY,put,2013-09-21,22,139,165.58,0.06,0.07,0.065,53,15130,165.15699999999998,0.26950030700826116,0.013721973413932997,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00140000,SPY,put,2013-09-21,22,140,165.58,0.07,0.08,0.07500000000000001,661,97020,165.15699999999998,0.26513369822008315,0.015830880370111045,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00141000,SPY,put,2013-09-21,22,141,165.58,0.08,0.09,0.08499999999999999,25,33372,165.15699999999998,0.26003067258650125,0.01801180028824123,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00142000,SPY,put,2013-09-21,22,142,165.58,0.09,0.1,0.095,72,50860,165.15699999999998,0.2543337954819631,0.020285952878996927,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00143000,SPY,put,2013-09-21,22,143,165.58,0.1,0.11,0.10500000000000001,1149,45341,165.15699999999998,0.2481244887296074,0.02266667869423933,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00144000,SPY,put,2013-09-21,22,144,165.58,0.11,0.12,0.11499999999999999,64,28602,165.15699999999998,0.24145322613887824,0.02516365063681847,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00145000,SPY,put,2013-09-21,22,145,165.58,0.13,0.14,0.135,5467,59988,165.15699999999998,0.23756584680222942,0.029415916988337565,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00146000,SPY,put,2013-09-21,22,146,165.58,0.15,0.16,0.155,194,28606,165.15699999999998,0.2327040536844353,0.033811392723400946,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00147000,SPY,put,2013-09-21,22,147,165.58,0.17,0.18,0.175,2444,42298,165.15699999999998,0.22706778597290841,0.03840964433073624,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00148000,SPY,put,2013-09-21,22,148,165.58,0.19,0.2,0.195,1337,29035,165.15699999999998,0.2207673886588456,0.0432532601118476,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00149000,SPY,put,2013-09-21,22,149,165.58,0.23,0.24,0.235,2229,33760,165.15699999999998,0.21785293565768044,0.0513851801945564,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00150000,SPY,put,2013-09-21,22,150,165.58,0.26,0.27,0.265,6555,181946,165.15699999999998,0.2119116005274634,0.058358669386075146,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00151000,SPY,put,2013-09-21,22,151,165.58,0.3,0.31,0.305,1504,57452,165.15699999999998,0.20682175068319486,0.06718972376432841,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00152000,SPY,put,2013-09-21,22,152,165.58,0.35,0.36,0.355,1836,32477,165.15699999999998,0.20218239675647406,0.07787293855605992,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00153000,SPY,put,2013-09-21,22,153,165.58,0.4,0.41,0.405,3026,30411,165.15699999999998,0.1964738557533422,0.08913500734376423,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00154000,SPY,put,2013-09-21,22,154,165.58,0.47,0.48,0.475,1636,35710,165.15699999999998,0.19211413682395817,0.10373062792488219,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00155000,SPY,put,2013-09-21,22,155,165.58,0.55,0.56,0.555,9345,204390,165.15699999999998,0.18750994141174895,0.12033228885694724,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00156000,SPY,put,2013-09-21,22,156,165.58,0.64,0.66,0.65,1799,88377,165.15699999999998,0.18296034630394367,0.13958572043313155,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00157000,SPY,put,2013-09-21,22,157,165.58,0.76,0.77,0.765,2735,59116,165.15699999999998,0.17871246408637345,0.16215847505712166,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00158000,SPY,put,2013-09-21,22,158,165.58,0.89,0.9,0.895,5324,80387,165.15699999999998,0.17406991971065064,0.18751948259990592,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00159000,SPY,put,2013-09-21,22,159,165.58,1.04,1.06,1.05,7045,104901,165.15699999999998,0.16959817117278214,0.2167487585406025,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00160000,SPY,put,2013-09-21,22,160,165.58,1.23,1.24,1.2349999999999999,20896,198704,165.15699999999998,0.1653220610229762,0.25020388783309166,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00161000,SPY,put,2013-09-21,22,161,165.58,1.44,1.45,1.4449999999999998,6096,48363,165.15699999999998,0.1607136908289606,0.28754174886757744,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00162000,SPY,put,2013-09-21,22,162,165.58,1.69,1.71,1.7,16316,112030,165.15699999999998,0.15662531006143232,0.32989992474367447,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00163000,SPY,put,2013-09-21,22,163,165.58,1.98,2,1.99,23049,75128,165.15699999999998,0.15221318156348823,0.3764585074377288,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00164000,SPY,put,2013-09-21,22,164,165.58,2.32,2.34,2.33,35425,74201,165.15699999999998,0.14802985162959922,0.4275556271744916,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921P00165000,SPY,put,2013-09-21,22,165,165.58,2.72,2.73,2.725,30438,223282,165.15699999999998,0.14404974256607367,0.48260106046794415,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00166000,SPY,call,2013-09-21,22,166,165.58,2.28,2.3,2.29,14411,55662,165.15699999999998,0.13786504937217797,0.458339399428247,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00167000,SPY,call,2013-09-21,22,167,165.58,1.76,1.77,1.7650000000000001,18301,84770,165.15699999999998,0.1319307825415846,0.3954313131617318,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00168000,SPY,call,2013-09-21,22,168,165.58,1.3,1.31,1.3050000000000002,15980,85542,165.15699999999998,0.12584074341399853,0.32981150926633657,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00169000,SPY,call,2013-09-21,22,169,165.58,0.93,0.95,0.94,3875,86472,165.15699999999998,0.12113632894400643,0.26606183611944656,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00170000,SPY,call,2013-09-21,22,170,165.58,0.65,0.66,0.655,14934,173373,165.15699999999998,0.11713656255637972,0.20674566979072262,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00171000,SPY,call,2013-09-21,22,171,165.58,0.43,0.44,0.435,7210,90261,165.15699999999998,0.11327283885081171,0.15337566372588546,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00172000,SPY,call,2013-09-21,22,172,165.58,0.27,0.28,0.275,2958,98674,165.15699999999998,0.10968903942075402,0.10814665595431794,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00173000,SPY,call,2013-09-21,22,173,165.58,0.17,0.18,0.175,8908,86017,165.15699999999998,0.10792951799689572,0.0750877054775887,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00174000,SPY,call,2013-09-21,22,174,165.58,0.11,0.12,0.11499999999999999,2663,107012,165.15699999999998,0.10783601950539942,0.05249993167778105,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00175000,SPY,call,2013-09-21,22,175,165.58,0.07,0.08,0.07500000000000001,1371,136178,165.15699999999998,0.10806986502262099,0.03616971804781688,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00176000,SPY,call,2013-09-21,22,176,165.58,0.04,0.05,0.045,536,63550,165.15699999999998,0.10722273356939949,0.023224965568653777,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00177000,SPY,call,2013-09-21,22,177,165.58,0.03,0.04,0.035,800,55441,165.15699999999998,0.11096697222070386,0.018049626644230765,0.14307874573463214,0.1531242685419551
2013-08-20,SPY130921C00178000,SPY,call,2013-09-21,22,178,165.58,0.02,0.03,0.025,258,29071,165.15699999999998,0.11316864489554808,0.013112061066813674,0.14307874573463214,0.1531242685419551
2013-08-21,SPY130921P00136000,SPY,put,2013-09-21,21,136,164.56,0.05,0.06,0.055,782,7634,163.847,0.2887421075967208,0.011408135673006248,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00137000,SPY,put,2013-09-21,21,137,164.56,0.06,0.07,0.065,42,11999,163.847,0.2852488634877939,0.013400878702617192,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00138000,SPY,put,2013-09-21,21,138,164.56,0.07,0.08,0.07500000000000001,264,13776,163.847,0.2808098730331229,0.015448813960069807,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00139000,SPY,put,2013-09-21,21,139,164.56,0.08,0.09,0.08499999999999999,51,15130,163.847,0.2756168331643292,0.017567687883107364,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00140000,SPY,put,2013-09-21,21,140,164.56,0.09,0.1,0.095,694,97430,163.847,0.2698235804356637,0.019780363754773767,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00141000,SPY,put,2013-09-21,21,141,164.56,0.11,0.12,0.11499999999999999,352,33349,163.847,0.2673645976963497,0.023610847651866385,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00142000,SPY,put,2013-09-21,21,142,164.56,0.12,0.13,0.125,3267,50806,163.847,0.2602399663883949,0.026039890253332088,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00143000,SPY,put,2013-09-21,21,143,164.56,0.14,0.15,0.14500000000000002,5292,44556,163.847,0.25591442491984645,0.030118460814973047,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00144000,SPY,put,2013-09-21,21,144,164.56,0.16,0.17,0.165,2967,28603,163.847,0.2506845546880498,0.03434645089126365,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00145000,SPY,put,2013-09-21,21,145,164.56,0.18,0.19,0.185,15261,58132,163.847,0.24470864165872294,0.038766938993445965,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00146000,SPY,put,2013-09-21,21,146,164.56,0.21,0.22,0.215,2620,28548,163.847,0.24035292969452035,0.04486328181368138,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00147000,SPY,put,2013-09-21,21,147,164.56,0.24,0.25,0.245,8565,44106,163.847,0.234994482685294,0.05119808752373012,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00148000,SPY,put,2013-09-21,21,148,164.56,0.27,0.28,0.275,5076,29493,163.847,0.22882681442835895,0.05786733762809304,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00149000,SPY,put,2013-09-21,21,149,164.56,0.31,0.32,0.315,11417,34637,163.847,0.22357548984541686,0.06629007154175237,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00150000,SPY,put,2013-09-21,21,150,164.56,0.36,0.37,0.365,21527,186674,163.847,0.21884184815839722,0.0764627487628109,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00151000,SPY,put,2013-09-21,21,151,164.56,0.41,0.42,0.415,8545,56879,163.847,0.21304256847311015,0.08716166431052352,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00152000,SPY,put,2013-09-21,21,152,164.56,0.47,0.49,0.48,12546,32629,163.847,0.20808987048206093,0.10037016632347473,0.15142657426082834,0.1633796548828105
2013-08-21,SPY130921P00153000,SPY,put,2013-09-21,21,153,164.56,0.55,0.56,0.555,5880,30470,163.847,0.2030581527052408,0.11549510830509291,0.15142657426082834,0.1633796548828105
